t,x_real,y_real,x_desejado,y_desejado
7.62939453125e-06,6.347734024928093,0.00019603046986176742,5.999999999998609,-8.010864257810694e-07
1.42921781539917,6.053089135877027,0.0001485956838334998,5.951281740868707,-0.14888040917030432
1.479722023010254,6.053089135877027,0.0001485956838334998,5.947783641066891,-0.15405309811840961
1.5307502746582031,6.053089135877027,0.0001485956838334998,5.944126719143803,-0.1592701375854279
1.581587553024292,6.053089135877027,0.0001485956838334998,5.940361102513321,-0.16445801768096646
1.6324715614318848,6.053089135877027,0.0001485956838334998,5.936469793896688,-0.16964071998080243
1.6829965114593506,6.053089135877027,0.0001485956838334998,5.932485039345317,-0.17477669282607783
1.7336180210113525,6.053089135877027,0.0001485956838334998,5.928371940808282,-0.17991201875426371
1.7844111919403076,6.053089135877027,0.0001485956838334998,5.924123532028499,-0.18505392076003047
1.835456371307373,6.053089135877027,0.0001485956838334998,5.919731671802863,-0.19021008060819844
1.8863091468811035,6.053089135877027,0.0001485956838334998,5.915234486186108,-0.1953352726535661
1.9367001056671143,5.909392964941672,-0.004901950713568236,5.910658248816565,-0.2004022568445296
1.9871644973754883,5.909392964941672,-0.004901950713568236,5.905955842594316,-0.20546468237416282
2.0375962257385254,5.909392964941672,-0.004901950713568236,5.901137118249624,-0.21051158616177268
2.088059186935425,5.909392964941672,-0.004901950713568236,5.896196087723279,-0.21554905779638245
2.138607978820801,5.909392964941672,-0.004901950713568236,5.8911271049122975,-0.2205821979048893
2.1892805099487305,5.909392964941672,-0.004901950713568236,5.885925742892644,-0.2256143934236854
2.2398879528045654,5.909392964941672,-0.004901950713568236,5.880611297482689,-0.23062656228970835
2.2912240028381348,5.909392964941672,-0.004901950713568236,5.875098181781629,-0.23569672974679068
2.344825506210327,5.909392964941672,-0.004901950713568236,5.869210622260198,-0.24097507698186849
2.3954415321350098,5.909392964941672,-0.004901950713568236,5.863528126938688,-0.24594451242393012
2.445864677429199,5.909392964941672,-0.004901950713568236,5.857748762057147,-0.25088029216947505
2.4964566230773926,5.909392964941672,-0.004901950713568236,5.851831292851405,-0.25581752757485554
2.5471842288970947,5.909392964941672,-0.004901950713568236,5.845778660829534,-0.2607525437471496
2.597980499267578,5.909392964941672,-0.004901950713568236,5.839598280714188,-0.26567842377611195
2.6486434936523438,5.7645266653351435,-0.12092902783594937,5.833315095414747,-0.2705753106060773
2.699212074279785,5.7645266653351435,-0.12092902783594937,5.826925233658304,-0.2754467664652829
2.7498021125793457,5.7645266653351435,-0.12092902783594937,5.820414459451701,-0.28030368776623793
2.800261974334717,5.7645266653351435,-0.12092902783594937,5.813802819756022,-0.2851312711565104
2.8508129119873047,5.7645266653351435,-0.12092902783594937,5.8070616154489425,-0.2899504049109599
2.9017443656921387,5.7645266653351435,-0.12092902783594937,5.800150756984215,-0.29478813851730845
2.952181816101074,5.7645266653351435,-0.12092902783594937,5.793189464377851,-0.2995611658370909
3.002631187438965,5.7645266653351435,-0.12092902783594937,5.786109754568083,-0.30431732181465865
3.053135871887207,5.7645266653351435,-0.12092902783594937,5.778905469476977,-0.3090603656783857
3.1038708686828613,5.7645266653351435,-0.12092902783594937,5.771550822642238,-0.3138062786501823
3.1542818546295166,5.7645266653351435,-0.12092902783594937,5.764126665464827,-0.318502964633684
3.2046618461608887,5.7645266653351435,-0.12092902783594937,5.756591245870011,-0.32317763021142487
3.2556326389312744,5.7645266653351435,-0.12092902783594937,5.748849801324235,-0.3278873529465337
3.306040048599243,5.7645266653351435,-0.12092902783594937,5.741077713748516,-0.33252517611159427
3.3567960262298584,5.7645266653351435,-0.12092902783594937,5.733135299956285,-0.3371748371531109
3.4087469577789307,5.7645266653351435,-0.12092902783594937,5.724884943965187,-0.3419126327430563
3.460503578186035,5.601108064653777,-0.20873296320338183,5.7165439722680595,-0.34661093569620716
3.512065887451172,5.601108064653777,-0.20873296320338183,5.7081139531841085,-0.3512696805679715
3.56257963180542,5.601108064653777,-0.20873296320338183,5.699739067160856,-0.3558121740009217
3.6130099296569824,5.601108064653777,-0.20873296320338183,5.691263392729864,-0.36032563573182763
3.663698196411133,5.601108064653777,-0.20873296320338183,5.682629151943842,-0.36484022099565316
3.714360475540161,5.601108064653777,-0.20873296320338183,5.673884124361436,-0.36933019889665064
3.765098810195923,5.601108064653777,-0.20873296320338183,5.665010730373952,-0.3738042904075367
3.8159329891204834,5.601108064653777,-0.20873296320338183,5.65600513205737,-0.3782638352761689
3.8666577339172363,5.601108064653777,-0.20873296320338183,5.646903953350451,-0.38269054542728487
3.9172513484954834,5.601108064653777,-0.20873296320338183,5.637712116603344,-0.3870824062809459
3.967832088470459,5.601108064653777,-0.20873296320338183,5.628408839083768,-0.3914494985986927
4.0183868408203125,5.601108064653777,-0.20873296320338183,5.618996880631546,-0.3957904343791778
4.068878889083862,5.601108064653777,-0.20873296320338183,5.609483594202239,-0.4001018423563033
4.119345664978027,5.601108064653777,-0.20873296320338183,5.5998624434950965,-0.40438670179393776
4.169830560684204,5.601108064653777,-0.20873296320338183,5.590125403633995,-0.40864842294212933
4.220638751983643,5.41204502919204,-0.281499568743231,5.580212701110702,-0.412912234991639
4.271215915679932,5.41204502919204,-0.281499568743231,5.570232406992828,-0.4171312707649566
4.322008848190308,5.41204502919204,-0.281499568743231,5.56009664173865,-0.42134253182339243
4.372718095779419,5.41204502919204,-0.281499568743231,5.549864958430023,-0.42552081027079924
4.423430442810059,5.41204502919204,-0.281499568743231,5.539520354805001,-0.42967304027358566
4.47469687461853,5.41204502919204,-0.281499568743231,5.528948827523882,-0.43384361718918596
4.525138854980469,5.41204502919204,-0.281499568743231,5.51843578392366,-0.43792033219941773
4.576418161392212,5.41204502919204,-0.281499568743231,5.5076350885717895,-0.44203719851666645
4.626833438873291,5.41204502919204,-0.281499568743231,5.496905426697504,-0.4460573735049864
4.6772425174713135,5.41204502919204,-0.281499568743231,5.48606734445152,-0.4500496965325451
4.728299379348755,5.41204502919204,-0.281499568743231,5.474978386864956,-0.45406516316853973
4.779135465621948,5.41204502919204,-0.281499568743231,5.463826054030587,-0.4580348363534008
4.829526424407959,5.41204502919204,-0.281499568743231,5.452662002027969,-0.46194148469368523
4.879981994628906,5.41204502919204,-0.281499568743231,5.4413747959887555,-0.46582468029938817
4.930651903152466,5.41204502919204,-0.281499568743231,5.4299303007282145,-0.4696954434253853
4.981848478317261,5.2065462226659465,-0.35436513855949864,5.418255836424532,-0.4735767242853761
5.032306671142578,5.2065462226659465,-0.35436513855949864,5.406640831804907,-0.4773725352179694
5.082730531692505,5.2065462226659465,-0.35436513855949864,5.394925986646432,-0.48113625266599325
5.133551120758057,5.2065462226659465,-0.35436513855949864,5.383010264482259,-0.48489946874805967
5.184224367141724,5.2065462226659465,-0.35436513855949864,5.371020709310599,-0.4886214105679285
5.23494291305542,5.2065462226659465,-0.35436513855949864,5.358912349307572,-0.4923160567456246
5.2859015464782715,5.2065462226659465,-0.35436513855949864,5.346638053575634,-0.49599707414993555
5.336325168609619,5.2065462226659465,-0.35436513855949864,5.334385742996122,-0.4996084838973942
5.386791467666626,5.2065462226659465,-0.35436513855949864,5.3220168946008855,-0.5031918574302399
5.43857741355896,5.2065462226659465,-0.35436513855949864,5.309214497764143,-0.5068363294612293
5.488991975784302,5.2065462226659465,-0.35436513855949864,5.296644281764158,-0.5103523070889964
5.539417028427124,5.2065462226659465,-0.35436513855949864,5.283966295099691,-0.5138371995063415
5.590054988861084,5.2065462226659465,-0.35436513855949864,5.27112924127557,-0.5173045317051597
5.640569448471069,5.2065462226659465,-0.35436513855949864,5.258218420326399,-0.5207309322737947
5.691488027572632,5.2065462226659465,-0.35436513855949864,5.2450984063746695,-0.5241516651034557
5.742154359817505,4.98467651391162,-0.41480287902926116,5.231938155219677,-0.5275222358328202
5.793123483657837,4.98467651391162,-0.41480287902926116,5.218593652749586,-0.5308792659254524
5.84355616569519,4.98467651391162,-0.41480287902926116,5.205285656153866,-0.5341674637221512
5.893972158432007,4.98467651391162,-0.41480287902926116,5.191879030530922,-0.5374210226283394
5.94442081451416,4.98467651391162,-0.41480287902926116,5.178360913315925,-0.5406428690306486
5.995246171951294,4.98467651391162,-0.41480287902926116,5.1646381792824485,-0.5438543169645791
6.045642614364624,4.98467651391162,-0.41480287902926116,5.15092881911721,-0.5470042743948016
6.096085071563721,4.98467651391162,-0.41480287902926116,5.137105121559857,-0.5501225781019983
6.146505832672119,4.98467651391162,-0.41480287902926116,5.12318588844173,-0.5532047796755901
6.197169303894043,4.98467651391162,-0.41480287902926116,5.1090977836286395,-0.5562665747767501
6.248702526092529,4.98467651391162,-0.41480287902926116,5.094663405858544,-0.559344443869527
6.299093008041382,4.98467651391162,-0.41480287902926116,5.080447609227477,-0.5623182393429522
6.349526405334473,4.98467651391162,-0.41480287902926116,5.066119547651841,-0.565258867091381
6.399933338165283,4.98467651391162,-0.41480287902926116,5.0516992135367484,-0.5681620330435069
6.450392007827759,4.98467651391162,-0.41480287902926116,5.037164493659894,-0.5710319837439004
6.500859022140503,4.741159125513031,-0.4676042115342974,5.022528045463012,-0.5738659571392359
6.552708387374878,4.741159125513031,-0.4676042115342974,5.007387592195415,-0.5767393501522258
6.6057047843933105,4.741159125513031,-0.4676042115342974,4.99180459613728,-0.5796360387316399
6.656172037124634,4.741159125513031,-0.4676042115342974,4.976864513367701,-0.5823564082149764
6.706703186035156,4.741159125513031,-0.4676042115342974,4.96180739006482,-0.5850427731307868
6.758786916732788,4.741159125513031,-0.4676042115342974,4.946185243241582,-0.5877722235796714
6.8098578453063965,4.741159125513031,-0.4676042115342974,4.930766319841078,-0.5904094755001177
6.860305070877075,4.741159125513031,-0.4676042115342974,4.915438303615309,-0.592976263675097
6.910737752914429,4.741159125513031,-0.4676042115342974,4.900018305660456,-0.5955040876026045
6.961311340332031,4.741159125513031,-0.4676042115342974,4.884458791994344,-0.5980003768087139
7.011857748031616,4.741159125513031,-0.4676042115342974,4.868811510875099,-0.6004564873367384
7.063077926635742,4.741159125513031,-0.4676042115342974,4.8528579933056815,-0.6029055095970419
7.113476276397705,4.741159125513031,-0.4676042115342974,4.837064861930636,-0.6052758900243789
7.164199590682983,4.741159125513031,-0.4676042115342974,4.8210745336085425,-0.6076219323324414
7.215083122253418,4.4942066886870355,-0.5087173833818927,4.804937947593549,-0.609935232309774
7.265576124191284,4.4942066886870355,-0.5087173833818927,4.788830783030972,-0.6121908123498769
7.316624402999878,4.4942066886870355,-0.5087173833818927,4.772451247251085,-0.6144305137125832
7.367072582244873,4.4942066886870355,-0.5087173833818927,4.756170561030974,-0.6166034903616073
7.417597770690918,4.4942066886870355,-0.5087173833818927,4.739772040549848,-0.618739328897191
7.468289613723755,4.4942066886870355,-0.5087173833818927,4.723226298419153,-0.6208413204059822
7.518716096878052,4.4942066886870355,-0.5087173833818927,4.706674996449872,-0.6228914675528301
7.569286346435547,4.4942066886870355,-0.5087173833818927,4.689984566090346,-0.6249063499392409
7.619920015335083,4.4942066886870355,-0.5087173833818927,4.673181347208916,-0.6268823126503338
7.670324802398682,4.4942066886870355,-0.5087173833818927,4.6563631790624385,-0.6288079535776738
7.720691442489624,4.4942066886870355,-0.5087173833818927,4.639467529438626,-0.6306906923882472
7.771183013916016,4.4942066886870355,-0.5087173833818927,4.622439849980401,-0.6325363232092469
7.82152247428894,4.4942066886870355,-0.5087173833818927,4.60537403331764,-0.6343345604861113
7.872016191482544,4.4942066886870355,-0.5087173833818927,4.588166604737367,-0.6360961539356755
7.922502517700195,4.237649223070897,-0.5401058486350255,4.570872658024391,-0.637815089586943
7.972985744476318,4.237649223070897,-0.5401058486350255,4.553491149921093,-0.6394913376140252
8.02349591255188,4.237649223070897,-0.5401058486350255,4.536012075920452,-0.6411256775040428
8.074036598205566,4.237649223070897,-0.5401058486350255,4.518434451746367,-0.6427179653267752
8.125213384628296,4.237649223070897,-0.5401058486350255,4.500546328049294,-0.6442862353545222
8.177228689193726,4.237649223070897,-0.5401058486350255,4.482273500110059,-0.6458345761422932
8.228100538253784,4.237649223070897,-0.5401058486350255,4.46431345859987,-0.6473041999771043
8.27892780303955,4.237649223070897,-0.5401058486350255,4.4462817776499515,-0.6487282255592084
8.329607963562012,4.237649223070897,-0.5401058486350255,4.4282157406475715,-0.6501038498463969
8.38030219078064,4.237649223070897,-0.5401058486350255,4.410058655626075,-0.651435442678701
8.431283473968506,4.237649223070897,-0.5401058486350255,4.391712404628267,-0.6527295989425663
8.482638120651245,4.237649223070897,-0.5401058486350255,4.373144681324055,-0.6539874517118434
8.534125804901123,4.237649223070897,-0.5401058486350255,4.354441530170337,-0.6552022544469811
8.584694385528564,4.237649223070897,-0.5401058486350255,4.335987568586845,-0.6563500626812591
8.635184049606323,3.9673927300664324,-0.5627732502033503,4.317479113455722,-0.6574511133713437
8.685534000396729,3.9673927300664324,-0.5627732502033503,4.298939416352457,-0.6585042058509081
8.736050128936768,3.9673927300664324,-0.5627732502033503,4.280256205611042,-0.659515537034423
8.786441802978516,3.9673927300664324,-0.5627732502033503,4.2615372968455105,-0.6604790689830917
8.837196588516235,3.9673927300664324,-0.5627732502033503,4.242601428380079,-0.6614036380234767
8.887681007385254,3.9673927300664324,-0.5627732502033503,4.2236851520074925,-0.6622774172555479
8.93812346458435,3.9673927300664324,-0.5627732502033503,4.204704074242475,-0.6631046257584969
8.988564729690552,3.9673927300664324,-0.5627732502033503,4.1856433932714125,-0.6638858337088775
9.039294481277466,3.9673927300664324,-0.5627732502033503,4.1663934028784,-0.6646249767310444
9.089773416519165,3.9673927300664324,-0.5627732502033503,4.147159100607626,-0.6653139904248351
9.14038348197937,3.9673927300664324,-0.5627732502033503,4.127795678813501,-0.6659580998943464
9.190861225128174,3.9673927300664324,-0.5627732502033503,4.1084043822498355,-0.6665538025901891
9.241505861282349,3.9673927300664324,-0.5627732502033503,4.088870633869394,-0.6671044313025516
9.291986227035522,3.9673927300664324,-0.5627732502033503,4.069322606777547,-0.6676062338155933
9.34289288520813,3.6731753733785903,-0.5764481460511397,4.049531462174119,-0.6680645651899377
9.393928527832031,3.6731753733785903,-0.5764481460511397,4.029611969021056,-0.6684758180843682
9.445860624313354,3.6731753733785903,-0.5764481460511397,4.009262690573053,-0.6688445618775201
9.49660348892212,3.6731753733785903,-0.5764481460511397,3.98930203401273,-0.6691562595718088
9.547480344772339,3.6731753733785903,-0.5764481460511397,3.9692123600937093,-0.6694204077568184
9.59863805770874,3.6731753733785903,-0.5764481460511397,3.948935213564678,-0.669637033982853
9.649516582489014,3.6731753733785903,-0.5764481460511397,3.928693045705664,-0.6698036248011403
9.700430870056152,3.6731753733785903,-0.5764481460511397,3.9083615686355353,-0.6699214242365898
9.751231670379639,3.6731753733785903,-0.5764481460511397,3.888001026454252,-0.6699900638175444
9.80176830291748,3.6731753733785903,-0.5764481460511397,3.867673107408535,-0.6700097522344723
9.852272033691406,3.6731753733785903,-0.5764481460511397,3.8472858996486865,-0.6699808783387116
9.902926921844482,3.6731753733785903,-0.5764481460511397,3.826765318514056,-0.6699030383061111
9.95386791229248,3.6731753733785903,-0.5764481460511397,3.8060562363221244,-0.6697752625901947
10.004579067230225,3.6731753733785903,-0.5764481460511397,3.785368756178776,-0.6695986377086347
10.055199146270752,3.3709184281904094,-0.5795514519803453,3.764647430216826,-0.6693730256723445
10.105679512023926,3.3709184281904094,-0.5795514519803453,3.743913128624172,-0.6690988595633773
10.156245231628418,3.3709184281904094,-0.5795514519803453,3.723073997824083,-0.668774877729237
10.206714391708374,3.3709184281904094,-0.5795514519803453,3.702205508301124,-0.6684021455165099
10.25781512260437,3.3709184281904094,-0.5795514519803453,3.681005970917089,-0.667974380032144
10.308510541915894,3.3709184281904094,-0.5795514519803453,3.659905568866921,-0.6674998117442084
